Tech node (nm), Capacity (bytes), Number of banks, Associativity, Output width (bits), Access time (ns), Random cycle time (ns), Dynamic search energy (nJ), Dynamic read energy (nJ), Dynamic write energy (nJ), Standby leakage per bank(mW), Area (mm2), Ndwl, Ndbl, Nspd, Ndcm, Ndsam_level_1, Ndsam_level_2, Data arrary area efficiency %, Ntwl, Ntbl, Ntspd, Ntcm, Ntsam_level_1, Ntsam_level_2, Tag arrary area efficiency %, 
40, 1048576, 1, 8, 512, 1.94912, 2.45593, N/A, 0.37187, 0.400725, 1008.36, 4.1966, 4, 4, 1, 1, 8, 1, 64.2345, 2, 4, 4, 1, 8, 1, 81.7422, 
40, 1310720, 1, 8, 512, 2.08967, 2.52805, N/A, 0.401864, 0.440847, 1257.08, 4.98361, 4, 4, 1, 1, 8, 1, 67.6081, 2, 4, 4, 1, 8, 1, 83.3117, 
40, 1572864, 1, 8, 512, 2.23891, 2.60193, N/A, 0.43186, 0.480973, 1505.79, 5.77064, 4, 4, 1, 1, 8, 1, 70.061, 2, 4, 4, 1, 8, 1, 84.392, 
40, 1835008, 1, 8, 512, 2.39683, 2.67752, N/A, 0.455014, 0.511186, 1758.2, 6.57116, 4, 4, 1, 1, 8, 1, 71.9249, 2, 8, 4, 1, 8, 1, 79.9609, 
40, 2097152, 1, 8, 512, 2.56086, 2.45593, N/A, 0.49315, 0.552237, 2021.21, 8.47925, 4, 8, 1, 1, 8, 1, 62.7353, 4, 4, 4, 1, 8, 1, 81.3982, 
40, 2621440, 1, 8, 512, 2.75009, 2.52805, N/A, 0.545337, 0.62165, 2520.58, 10.1673, 4, 8, 1, 1, 8, 1, 65.391, 4, 4, 4, 1, 4, 2, 81.8918, 
40, 3145728, 1, 8, 512, 2.9135, 2.60193, N/A, 0.596963, 0.690557, 3020, 11.8559, 4, 8, 1, 1, 8, 1, 67.2899, 4, 4, 4, 1, 8, 1, 83.0748, 
40, 3670016, 1, 8, 512, 3.10119, 2.67752, N/A, 0.623391, 0.694477, 3528.06, 13.5875, 4, 8, 1, 1, 8, 1, 68.7152, 4, 8, 4, 1, 4, 1, 79.977, 
40, 4194304, 1, 8, 512, 3.3288, 2.75484, N/A, 0.685393, 0.780966, 4016.88, 15.205, 4, 8, 1, 1, 8, 1, 69.7977, 4, 8, 4, 1, 8, 1, 80.1955, 
40, 5242880, 1, 8, 512, 3.8211, 2.91459, N/A, 0.78529, 0.907199, 5013.93, 18.5739, 4, 8, 1, 1, 8, 1, 71.4147, 4, 8, 4, 1, 8, 1, 81.0909, 
40, 6291456, 1, 8, 512, 4.28824, 2.60193, N/A, 0.858628, 0.931326, 6034.02, 27.6345, 4, 16, 1, 1, 8, 1, 66.1346, 8, 4, 8, 1, 4, 1, 82.0456, 
40, 7340032, 1, 8, 512, 4.49431, 2.67752, N/A, 0.945352, 1.05421, 7030.51, 26.1508, 8, 8, 2, 1, 8, 1, 71.8403, 8, 8, 8, 1, 16, 1, 80.064, 
40, 8388608, 1, 8, 512, 4.63846, 2.75484, N/A, 0.997517, 1.12109, 8013.47, 29.1412, 8, 8, 2, 1, 8, 1, 73.2789, 8, 8, 8, 1, 16, 1, 80.2529, 
40, 10485760, 1, 8, 512, 4.95758, 2.91459, N/A, 1.1012, 1.25833, 10003.5, 35.3801, 8, 8, 2, 1, 8, 1, 75.4389, 8, 8, 8, 1, 16, 1, 81.3066, 
40, 12582912, 1, 8, 512, 5.42589, 3.08121, N/A, 1.20492, 1.39566, 11993.6, 41.6192, 8, 8, 2, 1, 8, 1, 76.9509, 8, 8, 8, 1, 16, 1, 82.0245, 
40, 14680064, 1, 8, 512, 5.98783, 3.25473, N/A, 1.28231, 1.45475, 13995.7, 47.945, 8, 8, 2, 1, 8, 1, 78.0686, 8, 16, 8, 1, 16, 1, 79.4897, 
40, 16777216, 1, 8, 512, 6.28942, 8.31577, N/A, 1.42619, 1.39952, 15622.6, 55.8359, 4, 16, 2, 1, 8, 2, 75.994, 8, 16, 8, 1, 16, 1, 79.8081, 
40, 20971520, 1, 8, 512, 7.1452, 2.91459, N/A, 1.57273, 1.72541, 19986.8, 82.421, 8, 16, 2, 1, 8, 1, 74.335, 16, 16, 16, 1, 32, 1, 76.566, 
40, 25165824, 1, 8, 512, 7.69263, 3.08121, N/A, 1.75595, 1.94174, 23958.8, 97.3606, 8, 16, 2, 1, 8, 1, 75.5023, 16, 16, 16, 1, 32, 1, 77.959, 
40, 29360128, 1, 8, 512, 8.15893, 3.25473, N/A, 1.82218, 1.9625, 28009.7, 97.4684, 16, 8, 4, 1, 8, 1, 76.8556, 16, 32, 16, 1, 8, 1, 75.9357, 
40, 33554432, 1, 8, 512, 8.63736, 3.43873, N/A, 1.96783, 2.1599, 31880.2, 108.867, 16, 8, 4, 1, 8, 1, 78.1956, 16, 32, 16, 1, 16, 2, 74.4189, 
40, 41943040, 1, 8, 512, 9.36525, 8.49782, N/A, 2.21957, 2.19419, 38949.6, 132.747, 8, 16, 4, 2, 8, 1, 79.9746, 16, 32, 16, 1, 32, 1, 76.5102, 
40, 50331648, 1, 8, 512, 10.3049, 3.08121, N/A, 2.24335, 2.36305, 48115.1, 160.058, 16, 16, 4, 1, 8, 1, 79.5072, 16, 64, 16, 1, 4, 1, 74.7562, 
40, 58720256, 1, 8, 512, 10.9547, 3.25473, N/A, 2.47099, 2.64288, 55827.4, 184.316, 16, 16, 4, 1, 8, 1, 80.5413, 16, 64, 16, 1, 32, 1, 73.9902, 
40, 67108864, 1, 8, 512, 11.6008, 3.43873, N/A, 2.60675, 2.79105, 63886.8, 208.435, 16, 16, 4, 1, 8, 1, 81.3078, 32, 32, 16, 1, 4, 1, 77.1319, 
40, 83886080, 1, 8, 512, 12.8786, 3.82045, N/A, 2.99975, 3.21297, 79621.9, 296.696, 16, 16, 4, 1, 8, 1, 82.4478, 32, 64, 32, 1, 32, 1, 70.4664, 
40, 100663296, 1, 8, 512, 14.4699, 8.66943, N/A, 3.45999, 3.39479, 93348.4, 360.838, 8, 32, 4, 2, 8, 1, 81.3002, 32, 64, 32, 1, 32, 1, 72.5302, 
40, 117440512, 1, 8, 512, 15.302, 8.84317, N/A, 3.69936, 3.70068, 109060, 354.865, 16, 16, 8, 2, 8, 1, 84.0946, 64, 32, 32, 1, 16, 1, 76.1514, 
40, 134217728, 1, 8, 512, 15.9141, 9.02738, N/A, 3.8889, 3.76481, 124634, 396.554, 16, 16, 8, 2, 8, 1, 84.9079, 32, 128, 32, 1, 8, 1, 71.5153, 
40, 167772160, 1, 8, 512, 17.5679, 3.82045, N/A, 4.10652, 4.37805, 159277, 511.751, 32, 16, 8, 1, 8, 1, 82.794, 64, 64, 32, 1, 16, 1, 73.9703, 
40, 201326592, 1, 8, 512, 18.7859, 4.23016, N/A, 4.46508, 4.79086, 190953, 605.466, 32, 16, 8, 1, 8, 1, 83.9572, 64, 64, 32, 1, 16, 1, 75.1541, 
40, 234881024, 1, 8, 512, 20.7609, 4.66798, N/A, 4.79231, 5.07875, 223835, 699.701, 32, 16, 8, 1, 8, 1, 84.8082, 64, 128, 32, 1, 4, 1, 73.0703, 
40, 268435456, 1, 8, 512, 22.2164, 3.43873, N/A, 5.10624, 5.32839, 254592, 802.563, 32, 32, 8, 1, 8, 1, 83.8416, 64, 128, 32, 1, 16, 1, 72.1008, 
40, 335544320, 1, 8, 512, 24.6708, 3.82045, N/A, 5.78927, 6.0667, 317800, 1148.16, 32, 32, 8, 1, 8, 1, 84.874, 128, 64, 64, 1, 16, 1, 73.0698, 
40, 402653184, 1, 8, 512, 27.0884, 4.23016, N/A, 6.46197, 6.74782, 381864, 1366.29, 32, 32, 8, 1, 8, 1, 85.5766, 128, 128, 64, 1, 16, 1, 69.7296, 
40, 469762048, 1, 8, 512, 29.0094, 4.66798, N/A, 7.03277, 7.36432, 445096, 1415.95, 64, 16, 16, 1, 8, 1, 83.4237, 128, 128, 64, 1, 16, 1, 71.1079, 
40, 32768, 1, 16, 512, 2.28198, 2.09378, N/A, 0.500978, 0.492854, 42.3865, 1.47468, 8, 2, 1, 1, 16, 1, 4.84974, 2, 2, 0.5, 1, 1, 1, 63.4378, 
40, 40960, 1, 16, 512, 2.29092, 2.10103, N/A, 0.502255, 0.496422, 50.3334, 1.49373, 8, 2, 1, 1, 16, 1, 5.98478, 2, 2, 0.5, 1, 1, 1, 67.0296, 
40, 49152, 1, 16, 512, 2.29948, 2.10787, N/A, 0.503534, 0.499991, 58.2801, 1.51277, 8, 2, 1, 1, 16, 1, 7.09118, 2, 2, 0.5, 1, 1, 1, 69.674, 
40, 57344, 1, 16, 512, 2.15463, 2.10599, N/A, 0.503676, 0.502424, 66.299, 1.53204, 8, 2, 1, 1, 16, 1, 8.16894, 2, 2, 0.5, 1, 1, 1, 71.6671, 
40, 65536, 1, 16, 512, 2.173, 2.11179, N/A, 0.505608, 0.506332, 74.1868, 1.55217, 8, 2, 1, 1, 16, 1, 9.20667, 2, 2, 0.5, 1, 1, 1, 73.0648, 
40, 81920, 1, 16, 512, 2.18465, 2.12249, N/A, 0.508157, 0.513378, 90.0652, 1.59027, 8, 2, 1, 1, 16, 1, 11.2325, 2, 2, 0.5, 1, 1, 1, 75.4194, 
40, 98304, 1, 16, 512, 2.19564, 2.13253, N/A, 0.5107, 0.520416, 105.943, 1.62832, 8, 2, 1, 1, 16, 1, 13.1637, 2, 2, 0.5, 1, 1, 1, 77.1129, 
40, 114688, 1, 16, 512, 2.20557, 2.14177, N/A, 0.51326, 0.527471, 121.819, 1.66647, 8, 2, 1, 1, 16, 1, 15.006, 2, 2, 0.5, 1, 1, 1, 78.3366, 
40, 131072, 1, 16, 512, 2.21714, 2.15093, N/A, 0.516478, 0.534366, 137.506, 1.70552, 8, 2, 1, 1, 16, 1, 16.7419, 2, 2, 0.5, 1, 1, 1, 78.7409, 
40, 163840, 1, 16, 512, 2.23514, 2.16742, N/A, 0.521567, 0.548232, 169.18, 1.78167, 8, 2, 1, 1, 16, 1, 20.032, 2, 2, 0.5, 1, 1, 1, 80.1795, 
40, 196608, 1, 16, 512, 2.25161, 2.1826, N/A, 0.526633, 0.562075, 200.849, 1.85775, 8, 2, 1, 1, 16, 1, 23.0533, 2, 2, 0.5, 1, 1, 1, 81.1682, 
40, 229376, 1, 16, 512, 2.26827, 2.197, N/A, 0.531725, 0.575945, 232.518, 1.93395, 8, 2, 1, 1, 16, 1, 25.8353, 2, 2, 0.5, 1, 1, 1, 81.8895, 
40, 262144, 1, 16, 512, 2.29666, 2.21044, N/A, 0.537456, 0.589115, 263.921, 2.01143, 8, 2, 1, 1, 16, 1, 28.3666, 2, 2, 0.5, 1, 1, 1, 82.002, 
40, 327680, 1, 16, 512, 2.32483, 2.23601, N/A, 0.547548, 0.61642, 327.097, 2.16353, 8, 2, 1, 1, 16, 1, 32.9645, 2, 2, 0.5, 1, 1, 1, 82.8071, 
40, 393216, 1, 16, 512, 2.35165, 2.25987, N/A, 0.560075, 0.603361, 388.669, 2.38875, 8, 2, 1, 1, 16, 1, 36.9576, 2, 2, 1, 1, 2, 1, 83.4213, 
40, 458752, 1, 16, 512, 2.37746, 2.28234, N/A, 0.570155, 0.623694, 451.529, 2.54572, 8, 2, 1, 1, 16, 1, 40.4578, 2, 2, 1, 1, 2, 1, 84.1875, 
40, 524288, 1, 16, 512, 2.40649, 2.30477, N/A, 0.580957, 0.643414, 513.697, 2.7009, 8, 2, 1, 1, 16, 1, 43.5066, 2, 2, 1, 1, 2, 1, 84.4311, 
40, 655360, 1, 16, 512, 2.45577, 2.34498, N/A, 0.596046, 0.651196, 644.433, 3.02184, 8, 2, 1, 1, 16, 1, 48.7261, 2, 4, 1, 1, 2, 1, 78.8163, 
40, 786432, 1, 16, 512, 2.50424, 2.38268, N/A, 0.615187, 0.684976, 769.935, 3.33613, 8, 2, 1, 1, 16, 1, 52.9614, 2, 4, 1, 1, 2, 1, 79.8532, 
40, 917504, 1, 16, 512, 2.55256, 2.4185, N/A, 0.634335, 0.718765, 895.437, 3.65045, 8, 2, 1, 1, 16, 1, 56.4669, 2, 4, 1, 1, 2, 1, 80.6106, 
40, 1048576, 1, 16, 512, 2.6124, 2.45593, N/A, 0.661717, 0.802066, 1014.39, 3.95099, 8, 2, 1, 1, 16, 1, 59.3694, 2, 2, 1, 1, 2, 1, 86.3959, 
40, 1310720, 1, 16, 512, 2.71961, 2.52805, N/A, 0.692251, 0.818895, 1270.15, 4.58826, 8, 2, 1, 1, 16, 1, 64.0591, 2, 4, 1, 1, 2, 1, 81.759, 
40, 1572864, 1, 16, 512, 2.88794, 2.38268, N/A, 0.6995, 0.759879, 1519.08, 7.31571, 8, 4, 1, 1, 16, 1, 50.6342, 2, 4, 2, 1, 4, 1, 84.1898, 
40, 1835008, 1, 16, 512, 3.00699, 2.4185, N/A, 0.717722, 0.776748, 1779.47, 8.01646, 8, 4, 1, 1, 16, 1, 53.9779, 2, 8, 2, 1, 4, 1, 79.6204, 
40, 2097152, 1, 16, 512, 3.09275, 2.45593, N/A, 0.752747, 0.89021, 2025.82, 8.70845, 8, 4, 1, 1, 16, 1, 56.756, 4, 4, 2, 1, 4, 1, 81.4402, 
40, 2621440, 1, 16, 512, 3.21944, 2.52805, N/A, 0.802907, 0.979347, 2526.08, 10.0902, 8, 4, 1, 1, 16, 1, 61.2262, 4, 4, 2, 1, 4, 1, 82.4551, 
40, 3145728, 1, 16, 512, 3.3144, 2.60193, N/A, 0.853133, 1.06862, 3026.35, 11.4722, 8, 4, 1, 1, 16, 1, 64.6188, 4, 4, 2, 1, 4, 1, 83.1456, 
40, 3670016, 1, 16, 512, 3.46083, 2.67752, N/A, 0.889356, 1.07118, 3537.56, 12.8835, 8, 4, 1, 1, 16, 1, 67.2815, 4, 8, 2, 1, 4, 1, 79.8316, 
40, 4194304, 1, 16, 512, 3.95046, 7.91594, N/A, 0.779319, 0.807786, 3962.03, 14.3671, 4, 8, 1, 1, 16, 1, 68.4847, 4, 8, 2, 1, 4, 1, 79.9294, 
40, 5242880, 1, 16, 512, 4.19365, 8.02422, N/A, 0.881527, 1.01973, 4929.43, 18.9091, 4, 8, 1, 1, 16, 1, 71.4276, 8, 4, 4, 1, 4, 2, 80.177, 
40, 6291456, 1, 16, 512, 4.48354, 7.79588, N/A, 0.858428, 0.848318, 6008.65, 24.7738, 4, 16, 1, 1, 16, 1, 65.2626, 8, 8, 4, 1, 2, 1, 79.0692, 
40, 7340032, 1, 16, 512, 4.6535, 7.8564, N/A, 0.948703, 1.04034, 6928.67, 27.9689, 4, 16, 1, 1, 16, 1, 67.4444, 8, 8, 4, 1, 8, 1, 80.0677, 
40, 8388608, 1, 16, 512, 4.81317, 7.91594, N/A, 1.00592, 1.10786, 7892.76, 30.9977, 4, 16, 1, 1, 16, 1, 69.1458, 8, 8, 4, 1, 8, 1, 80.51, 
40, 10485760, 1, 16, 512, 5.16828, 8.02422, N/A, 1.11983, 1.25233, 9841.38, 37.3454, 4, 16, 1, 1, 16, 1, 71.7329, 8, 8, 4, 1, 8, 1, 81.551, 
40, 12582912, 1, 16, 512, 5.55084, 8.12582, N/A, 1.21069, 1.25695, 11816.2, 43.7867, 4, 16, 1, 1, 16, 1, 73.5679, 8, 16, 4, 1, 8, 1, 78.9396, 
40, 14680064, 1, 16, 512, 5.86511, 8.2226, N/A, 1.32076, 1.37812, 13764.8, 50.1466, 4, 16, 1, 1, 16, 1, 74.9371, 8, 16, 4, 1, 8, 1, 79.7624, 
40, 16777216, 1, 16, 512, 6.25259, 8.31577, N/A, 1.43145, 1.49407, 15683.7, 56.2255, 4, 16, 1, 1, 16, 1, 75.9743, 8, 16, 4, 1, 8, 1, 79.8227, 
40, 20971520, 1, 16, 512, 7.0297, 8.49436, N/A, 1.67179, 1.74919, 19592.8, 80.5563, 4, 16, 1, 1, 16, 1, 77.5134, 16, 16, 8, 1, 16, 1, 77.3829, 
40, 25165824, 1, 16, 512, 7.60447, 3.08121, N/A, 1.97775, 2.39749, 24012.3, 96.2353, 8, 16, 1, 1, 16, 1, 77.174, 16, 16, 8, 1, 16, 1, 78.6704, 
40, 29360128, 1, 16, 512, 8.4509, 8.2226, N/A, 1.90411, 1.95281, 27508.5, 97.9724, 8, 16, 2, 1, 16, 1, 76.7761, 16, 32, 8, 1, 16, 1, 75.2416, 
40, 33554432, 1, 16, 512, 8.75181, 8.31577, N/A, 2.01461, 2.0678, 31341.3, 109.552, 8, 16, 2, 1, 16, 1, 78.0139, 16, 32, 8, 1, 16, 1, 75.9477, 
40, 41943040, 1, 16, 512, 9.46365, 8.49436, N/A, 2.28271, 2.97299, 39179.5, 134.403, 8, 16, 2, 1, 16, 1, 79.8524, 32, 16, 8, 1, 16, 1, 77.5583, 
40, 50331648, 1, 16, 512, 10.1227, 8.66608, N/A, 2.43505, 2.41839, 46999.2, 158.081, 8, 16, 2, 1, 16, 1, 81.127, 16, 64, 8, 1, 16, 1, 74.0855, 
40, 58720256, 1, 16, 512, 10.727, 8.83963, N/A, 2.65186, 2.63637, 54763.4, 182.321, 8, 16, 2, 1, 16, 1, 82.0626, 16, 64, 8, 1, 16, 1, 75.421, 
40, 67108864, 1, 16, 512, 11.5584, 9.02366, N/A, 2.90923, 3.36653, 62530.5, 206.676, 8, 16, 2, 1, 16, 1, 82.7612, 32, 32, 8, 1, 16, 1, 76.6406, 
40, 83886080, 1, 16, 512, 12.8466, 3.82045, N/A, 3.39239, 4.12118, 80060.7, 255.727, 16, 16, 2, 1, 16, 1, 83.567, 32, 64, 8, 1, 16, 1, 74.3198, 
40, 100663296, 1, 16, 512, 14.5372, 8.66608, N/A, 3.5348, 3.6101, 93710.7, 365.318, 8, 32, 2, 1, 16, 1, 81.19, 32, 64, 16, 1, 32, 1, 72.4653, 
40, 117440512, 1, 16, 512, 15.3766, 8.83963, N/A, 3.76361, 4.16522, 109487, 357.942, 16, 16, 4, 1, 16, 1, 84.0072, 64, 32, 16, 1, 16, 1, 76.0235, 
40, 134217728, 1, 16, 512, 15.9993, 9.02366, N/A, 3.90822, 3.83318, 125909, 402.653, 16, 16, 4, 1, 16, 1, 84.8279, 64, 64, 16, 1, 4, 1, 73.3677, 
40, 167772160, 1, 16, 512, 17.2548, 9.40544, N/A, 4.39475, 4.57146, 156156, 496.008, 16, 16, 4, 1, 16, 1, 86.035, 64, 64, 16, 1, 16, 1, 74.3887, 
40, 201326592, 1, 16, 512, 19.274, 8.66608, N/A, 4.60354, 4.92631, 187440, 612.164, 16, 32, 4, 1, 16, 1, 83.4656, 64, 64, 16, 1, 16, 1, 75.5816, 
40, 234881024, 1, 16, 512, 20.7526, 8.83963, N/A, 4.96551, 5.08784, 219160, 706.927, 16, 32, 4, 1, 16, 1, 84.3614, 64, 128, 16, 1, 16, 1, 72.5821, 
40, 268435456, 1, 16, 512, 22.0161, 9.02366, N/A, 5.35039, 5.48045, 249807, 798.04, 16, 32, 4, 1, 16, 1, 85.0277, 64, 128, 16, 1, 16, 1, 72.6155, 
40, 335544320, 1, 16, 512, 24.6521, 9.40544, N/A, 6.0681, 5.97582, 314041, 1150.2, 16, 32, 4, 1, 16, 1, 86.007, 128, 128, 32, 1, 8, 1, 69.0495, 
40, 402653184, 1, 16, 512, 26.9431, 9.8152, N/A, 6.84861, 6.84041, 374991, 1368.04, 16, 32, 4, 1, 16, 1, 86.6725, 128, 128, 32, 1, 16, 1, 70.3074, 
40, 469762048, 1, 16, 512, 28.6021, 10.2531, N/A, 7.41423, 7.40707, 436917, 1367.53, 32, 16, 8, 1, 16, 1, 87.1115, 128, 128, 32, 1, 16, 1, 71.7069, 
